interval_from,10_anomaly,10_mean,10_std,15_anomaly,15_mean,15_std,1_anomaly,1_mean,1_std,9_anomaly,9_mean,9_std,total_anomaly,total_mean,total_std
2014-10-05 00:00:00+00:00,False,-15.718290173598568,2.3216586506763295,False,-17.62503598490754,2.4838097987383154,False,-15.51094092119514,1.9559851704585687,False,-13.467289594398405,2.274813891520444,False,-15.814475493017785,2.259066884363715
2014-10-10 00:00:00+00:00,False,-15.85510593704776,2.322979891658291,True,-18.382094667216133,2.484580558965279,False,-13.84775268920363,1.9571245060469704,True,-17.83660297166838,2.2754958173733355,True,-15.943308744986036,2.2600452000049045
2014-10-17 00:00:00+00:00,False,-16.150244698441956,2.324829629033037,False,-18.309884682508688,2.485659623283028,True,-13.52313884517846,1.958719575870733,False,-14.853350244922048,2.2764505135673834,False,-15.764903276616291,2.26141484190257
2014-10-22 00:00:00+00:00,True,-14.320727103473644,2.3261508700149984,False,-17.671160209051276,2.4864303835099917,False,-13.904128913760609,1.9598589114591347,True,-13.068693726504732,2.2771324394202748,False,-15.542622375187044,2.2623931575437597
2014-11-10 00:00:00+00:00,False,-16.09679430705383,2.3311715857464517,False,-16.728675425109962,2.4893592723724534,False,-14.35775241959104,1.9641883866950614,False,-15.124275096349267,2.279723757661262,False,-15.539829327976776,2.26611075698028
2014-11-15 00:00:00+00:00,False,-17.16946279811892,2.332492826728413,False,-15.74518450895081,2.490130032599417,True,-14.399665710738507,1.965327722283463,False,-19.431253166449007,2.2804056835141533,False,-15.892451326488185,2.2670890726214696
2014-11-22 00:00:00+00:00,False,-16.81131305484659,2.3343425641031588,False,-14.983441638839885,2.491209096917166,False,-14.140032428982847,1.9669227921072256,False,-18.348533333436986,2.281360379708201,False,-16.226671179120796,2.2684587145191353
2014-11-27 00:00:00+00:00,False,-16.114453752052675,2.33566380508512,False,-14.706200993043252,2.4919798571441296,False,-13.837643039531685,1.9680621276956274,False,-17.71232339408131,2.2820423055610926,False,-16.041235598498336,2.269437030160325
2014-12-04 00:00:00+00:00,False,-15.915982133748901,2.3375135424598663,False,-15.092020419264477,2.493058921461879,False,-13.700737073801749,1.9696571975193897,False,-15.648132533103771,2.2829970017551404,False,-15.14880388330688,2.2708066720579905
2014-12-09 00:00:00+00:00,False,-16.032949720730564,2.3388347834418277,False,-15.982672442957147,2.493829681688842,False,-13.735350328046245,1.9707965331077915,False,-13.751414580637007,2.283678927608032,False,-14.617685676481933,2.27178498769918
2014-12-16 00:00:00+00:00,False,-16.027396602988848,2.3406845208165734,False,-16.856635220271695,2.4949087460065913,False,-13.89696766472749,1.972391602931554,False,-14.234485162800423,2.2846336238020797,False,-15.207383212579638,2.273154629596845
2014-12-21 00:00:00+00:00,False,-15.461362870514947,2.342005761798535,False,-16.07599475239593,2.495679506233555,False,-14.1410739463078,1.9735309385199558,False,-14.696937858280501,2.285315549654971,False,-15.186518748389254,2.2741329452380348
2014-12-28 00:00:00+00:00,False,-14.471406824264399,2.343855499173281,True,-13.678662393391448,2.496758570551304,False,-14.423154035249496,1.975126008343718,False,-13.194362066351148,2.286270245849019,True,-13.732765869609798,2.2755025871357004
2015-01-02 00:00:00+00:00,False,-15.492159609050137,2.3451767401552424,False,-15.178892710321893,2.4975293307782676,False,-14.698692794014896,1.97626534393212,False,-14.219052516068839,2.2869521717019103,False,-14.88729246387574,2.27648090277689
2015-01-09 00:00:00+00:00,True,-18.580421062621312,2.3470264775299885,True,-18.040262162758147,2.4986083950960167,False,-14.923175085066323,1.9778604137558824,True,-19.650862488003007,2.287906867895958,True,-17.82025112207924,2.2778505446745556
2015-01-14 00:00:00+00:00,False,-16.695569818374846,2.34834771851195,False,-17.005934471796838,2.49937915532298,True,-15.017383040757677,1.9789997493442841,False,-18.931356323026307,2.2885887937488496,False,-17.196730921923468,2.278828860315745
2015-01-21 00:00:00+00:00,False,-15.718700390920038,2.3501974558866956,False,-14.793825097729405,2.5004582196407292,False,-14.763287873009258,1.9805948191680467,False,-15.07320931721449,2.2895434899428975,False,-14.942270667423411,2.2801985022134104
2015-02-07 00:00:00+00:00,False,-15.127722282904903,2.3546896752253645,False,-15.033153540225907,2.5030788044124055,False,-14.056660220925856,1.9844685601686125,False,-13.854367509001255,2.291862037842728,False,-14.221116340277023,2.283524775393455
2015-02-14 00:00:00+00:00,False,-14.547528555097818,2.3565394126001102,False,-16.391403631991405,2.5041578687301547,False,-13.387279352783882,1.986063629992375,False,-14.321131170116342,2.292816734036776,False,-14.543470252389733,2.2848944172911207
2015-02-19 00:00:00+00:00,False,-14.281234828899159,2.3578606535820716,False,-16.833314557971473,2.504928628957118,False,-13.233392008282179,1.9872029655807768,False,-14.303413481035241,2.2934986598896674,False,-14.757112099829982,2.2858727329323103
2015-02-26 00:00:00+00:00,False,-14.224021338316458,2.359710390956818,False,-16.474382579038753,2.506007693274867,False,-13.433106183637666,1.9887980354045394,False,-13.497225023920368,2.2944533560837153,False,-14.714174785110647,2.287242374829976
2015-03-03 00:00:00+00:00,False,-14.169084470509056,2.361031631938779,False,-15.967793225047652,2.506778453501831,False,-13.664495189196765,1.989937370992941,False,-13.189955570799695,2.2951352819366067,False,-14.517879512355726,2.2882206904711655
2015-03-10 00:00:00+00:00,False,-13.960849493039252,2.362881369313525,False,-15.903204269163114,2.5078575178195797,False,-13.673519171541585,1.9915324408167034,False,-15.245777225680317,2.2960899781306545,False,-14.261264903567357,2.2895903323688307
