interval_from,0_anomaly,0_mean,0_std,1_anomaly,1_mean,1_std,2_anomaly,2_mean,2_std,total_anomaly,total_mean,total_std
2019-04-19 00:00:00+00:00,FALSCH,"-15,9111977118309","2,15289416716896",FALSCH,"-18,0801148160677","2,60336919576381",FALSCH,"-20,212873497922","2,82867101841765",FALSCH,"-18,0805063953228","2,52831146045014"
2020-09-15 00:00:00+00:00,WAHR,"-16,0914755920214","2,24201807190419",FALSCH,"-19,8763947613558","2,72418655817138",FALSCH,"-24,9564250776342","2,97540778337954",WAHR,"-19,9043195327119","2,64720413781837"
2020-09-16 00:00:00+00:00,FALSCH,"-16,2031584040118","2,24219112802989",FALSCH,"-20,1033162572399","2,72442115499158",WAHR,"-22,6149922254351","2,97569270913675",FALSCH,"-20,1097328155728","2,64743499738607"
2020-09-21 00:00:00+00:00,FALSCH,"-18,9876014403662","2,24305640865838",FALSCH,"-20,4551941644955","2,72559413909263",FALSCH,"-23,5026785653527","2,97711733792279",FALSCH,"-20,7587664445277","2,6485892952246"
2020-09-22 00:00:00+00:00,FALSCH,"-19,4216319677219","2,24322946478408",FALSCH,"-20,9946984936387","2,72582873591284",FALSCH,"-23,2702539228593","2,97740226367999",FALSCH,"-21,4860392181893","2,64882015479231"
2021-11-09 00:00:00+00:00,FALSCH,"-18,2553967605395","2,31470164469797",FALSCH,"-16,5033746763551","2,8227172226591",FALSCH,"-18,2402146892917","3,09507660140672",FALSCH,"-17,0645766529574","2,74416515625459"
2021-11-10 00:00:00+00:00,FALSCH,"-18,0033383087187","2,31487470082367",FALSCH,"-16,6044731096914","2,8229518194793",FALSCH,"-16,3903339320702","3,09536152716393",FALSCH,"-16,9669315358965","2,7443960158223"
