interval_from,0_anomaly,0_mean,0_std,1_anomaly,1_mean,1_std,2_anomaly,2_mean,2_std,total_anomaly,total_mean,total_std
2019-04-20 00:00:00+00:00,FALSCH,"-15,1006426385887","2,35670894470827",WAHR,"-19,3435094376166","3,03293286788492",WAHR,"-20,5115169132143","3,02342806793473",FALSCH,"-17,6165947943806","2,80435662684264"
2019-04-21 00:00:00+00:00,FALSCH,"-14,9736473530853","2,35688572812545",FALSCH,"-18,5508224700625","3,03329959912438",FALSCH,"-19,7818301737602","3,02367364188002",WAHR,"-17,7871663448913","2,80461965637662"
2020-09-17 00:00:00+00:00,FALSCH,"-19,5989672343095","2,44792918797475",FALSCH,"-21,9479664866056","3,22216618744542",FALSCH,"-21,8574755851603","3,15014422370661",FALSCH,"-20,6493447206202","2,94007986637559"
2020-09-18 00:00:00+00:00,FALSCH,"-19,2203152692829","2,44810597139193",WAHR,"-22,3256149431156","3,22253291868488",FALSCH,"-22,5781533947102","3,15038979765191",FALSCH,"-21,3830041447673","2,94034289590957"
2020-09-23 00:00:00+00:00,FALSCH,"-18,8089082940993","2,44898988847784",FALSCH,"-21,9709550679065","3,22436657488217",WAHR,"-23,7360358512362","3,15161766737838",WAHR,"-21,7903041634188","2,94165804357946"
2020-09-24 00:00:00+00:00,FALSCH,"-19,4365305312549","2,44916667189503",FALSCH,"-21,8657331823043","3,22473330612163",FALSCH,"-23,6045268648037","3,15186324132367",FALSCH,"-21,757241697391","2,94192107311344"
2021-11-06 00:00:00+00:00,WAHR,"-16,9492920351253","2,52129430610573",FALSCH,"-17,2616536654727","3,37435965182062",WAHR,"-19,4960537068326","3,25205741100377",FALSCH,"-17,4810899809356","3,04923712297671"
2021-11-11 00:00:00+00:00,FALSCH,"-17,2054308607727","2,52217822319165",FALSCH,"-17,6264668768308","3,37619330801792",FALSCH,"-16,2165187751873","3,25328528073024",FALSCH,"-17,3295258644404","3,0505522706466"
2021-11-12 00:00:00+00:00,FALSCH,"-17,6849001387597","2,52235500660883",FALSCH,"-17,7525373554358","3,37656003925737",WAHR,"-14,6800919768376","3,25353085467553",FALSCH,"-17,0687430879876","3,05081530018058"
